Channel_ID,Channel_Name,YouTube_Video_ID,Video_URL,Video_Title,PublishedAt,DurationSeconds,Provider,Failure_Reason,Suggested_FileName,Manual_Action
C03,Black Hat,xQy1YcLK1Ak,https://www.youtube.com/watch?v=xQy1YcLK1Ak,Black Hat USA 2025 | Exploiting DNS for Stealthy User Tracking,2026-02-20T19:00:58Z,1680,local_asr_whisper,local_asr_whisper::no_local_audio,xQy1YcLK1Ak.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C03,Black Hat,zipgr080EQU,https://www.youtube.com/watch?v=zipgr080EQU,Black Hat USA 2025 | From Prompts to Pwns: Exploiting and Securing AI Agents,2026-02-20T16:01:31Z,2379,local_asr_whisper,local_asr_whisper::no_local_audio,zipgr080EQU.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C04,DEF CON Conference,3F5icGjDWfg,https://www.youtube.com/watch?v=3F5icGjDWfg,DEF CON 33 - DisguiseDelimit: Exploiting Synology NAS with Delimiters and Novel Tricks - Ryan Emmon,2026-02-18T23:00:09Z,2379,local_asr_whisper,local_asr_whisper::no_local_audio,3F5icGjDWfg.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C04,DEF CON Conference,Gu4IoDXNqoU,https://www.youtube.com/watch?v=Gu4IoDXNqoU,DEF CON 33 - Browser Extension Clickjacking: One Click and Your Credit Card Is Stolen  - Marek Tóth,2026-02-18T22:58:50Z,3010,local_asr_whisper,local_asr_whisper::no_local_audio,Gu4IoDXNqoU.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C04,DEF CON Conference,NrTNNi9PP5Y,https://www.youtube.com/watch?v=NrTNNi9PP5Y,DEF CON 33  - Can't Stop the ROP: Automating Universal ASLR Bypasses - Bramwell Brizendine,2026-02-18T22:56:27Z,2565,local_asr_whisper,local_asr_whisper::no_local_audio,NrTNNi9PP5Y.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C04,DEF CON Conference,4HGFlZZfWc8,https://www.youtube.com/watch?v=4HGFlZZfWc8,DEF CON 33 Recon Village - OSINT & Modern Recon Uncover Global VPN Infrastructure - Vladimir Tokarev,2025-12-31T11:30:45Z,2393,local_asr_whisper,local_asr_whisper::no_local_audio,4HGFlZZfWc8.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C04,DEF CON Conference,gMvNKsl65NA,https://www.youtube.com/watch?v=gMvNKsl65NA,DEF CON 33 - Voting Village - Is E2E Verifiability a Magic Bullet for Online Voting - John Odum,2025-11-04T00:59:47Z,1655,local_asr_whisper,local_asr_whisper::no_local_audio,gMvNKsl65NA.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C04,DEF CON Conference,gRU0-z1of2Y,https://www.youtube.com/watch?v=gRU0-z1of2Y,"DEF CON 33 Voting Village - Dominion ICX Simple Hacks Daunting Recoveries - Springall, Davis, Marks",2025-11-04T00:59:47Z,2766,local_asr_whisper,local_asr_whisper::no_local_audio,gRU0-z1of2Y.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C04,DEF CON Conference,yvbe6n82f0I,https://www.youtube.com/watch?v=yvbe6n82f0I,"DEF CON 33 - Voting Village - ""Fortress Island"" Physical Security in Voting Systems - Drew Springall",2025-11-04T00:59:47Z,2012,local_asr_whisper,local_asr_whisper::no_local_audio,yvbe6n82f0I.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C04,DEF CON Conference,5mWnGZWUEMQ,https://www.youtube.com/watch?v=5mWnGZWUEMQ,DEF CON 33 - Voting Village - A Review of Post Election Audits in Swing States - Susan Greenhalgh,2025-11-04T00:59:45Z,1710,local_asr_whisper,local_asr_whisper::no_local_audio,5mWnGZWUEMQ.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C04,DEF CON Conference,5qmpv44knF8,https://www.youtube.com/watch?v=5qmpv44knF8,DEF CON 33 -Voting Village - Protecting Election Researchers Globally - Miracle Owolabi,2025-11-04T00:59:45Z,892,local_asr_whisper,local_asr_whisper::no_local_audio,5qmpv44knF8.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C04,DEF CON Conference,OyUNja7QSv8,https://www.youtube.com/watch?v=OyUNja7QSv8,"DEF CON 33 - Voting Village - When Insiders Are the Threat - Burbank, Greenhalgh, Marks, Jefferson",2025-11-04T00:59:44Z,3478,local_asr_whisper,local_asr_whisper::no_local_audio,OyUNja7QSv8.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C05,CrowdStrike,gIeau0bhhMI,https://www.youtube.com/watch?v=gIeau0bhhMI,"Speed, Stealth, and AI: The CrowdStrike 2026 Global Threat Report",2026-02-24T08:00:47Z,1996,local_asr_whisper,local_asr_whisper::no_local_audio,gIeau0bhhMI.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C05,CrowdStrike,8U3AujVy1Jg,https://www.youtube.com/watch?v=8U3AujVy1Jg,"Interview with a Threat Hunter: Brody Nisbet, Sr. Director of CrowdStrike OverWatch",2026-02-12T13:00:29Z,2390,local_asr_whisper,local_asr_whisper::no_local_audio,8U3AujVy1Jg.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C05,CrowdStrike,vvdR23zxL0E,https://www.youtube.com/watch?v=vvdR23zxL0E,Detect OPERATOR PANDA at the Edge with Falcon Adversary Overwatch,2026-02-11T20:40:05Z,321,local_asr_whisper,local_asr_whisper::no_local_audio,vvdR23zxL0E.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C05,CrowdStrike,aHQzT0eJ7C0,https://www.youtube.com/watch?v=aHQzT0eJ7C0,LABYRINTH CHOLLIMA Evolves into Three Adversaries,2026-01-29T13:00:02Z,1927,local_asr_whisper,local_asr_whisper::no_local_audio,aHQzT0eJ7C0.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C05,CrowdStrike,MFRxNItZZP4,https://www.youtube.com/watch?v=MFRxNItZZP4,Under The Light: Operationalizing CTEM with Falcon Exposure Management,2026-01-27T19:50:54Z,377,local_asr_whisper,local_asr_whisper::no_local_audio,MFRxNItZZP4.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C05,CrowdStrike,YXLpTzzvi1Q,https://www.youtube.com/watch?v=YXLpTzzvi1Q,"Taking Down Cybercriminals with Shawn Henry, Former FBI Leader",2026-01-15T13:01:13Z,2927,local_asr_whisper,local_asr_whisper::no_local_audio,YXLpTzzvi1Q.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C05,CrowdStrike,lRSGQV8Clgw,https://www.youtube.com/watch?v=lRSGQV8Clgw,2025 Wrapped: Updates on This Year’s Hottest Topics,2025-12-29T17:51:26Z,2172,local_asr_whisper,local_asr_whisper::no_local_audio,lRSGQV8Clgw.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C05,CrowdStrike,3iNHYERZAvg,https://www.youtube.com/watch?v=3iNHYERZAvg,Is This Endgame? How Takedowns Are Reshaping eCrime,2025-12-18T14:00:10Z,2145,local_asr_whisper,local_asr_whisper::no_local_audio,3iNHYERZAvg.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C05,CrowdStrike,MnZcvFn9VxQ,https://www.youtube.com/watch?v=MnZcvFn9VxQ,CrowdStrike Leads the Way in the 2025 MITRE ATT&CK Enterprise Evaluations,2025-12-15T17:03:33Z,355,local_asr_whisper,local_asr_whisper::no_local_audio,MnZcvFn9VxQ.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C05,CrowdStrike,OZHfMlX5HQc,https://www.youtube.com/watch?v=OZHfMlX5HQc,Driving Ambition III: Tackling The Mighty Yas Marina F1 Circuit,2025-12-04T00:07:41Z,784,local_asr_whisper,local_asr_whisper::no_local_audio,OZHfMlX5HQc.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C06,Mandiant (Google Cloud Security),xSuxDQ0ZQe4,https://www.youtube.com/watch?v=xSuxDQ0ZQe4,"EP22 Jailbreaking, Prompt Injection, and the ""Agentic"" Flaw in MCP with Kevin Harris",2026-02-05T01:35:54Z,3448,local_asr_whisper,local_asr_whisper::no_local_audio,xSuxDQ0ZQe4.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C06,Mandiant (Google Cloud Security),99r8Ya0nzyY,https://www.youtube.com/watch?v=99r8Ya0nzyY,How Android Combats Mobile Scams,2026-01-28T19:21:02Z,1896,local_asr_whisper,local_asr_whisper::no_local_audio,99r8Ya0nzyY.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C06,Mandiant (Google Cloud Security),_zaUf78aACU,https://www.youtube.com/watch?v=_zaUf78aACU,"EP21 From HITB Origins to Agentic AI: Web3, Music & The Future of Hacking with Dhillon Kannabhiran",2026-01-21T01:03:03Z,3749,local_asr_whisper,local_asr_whisper::no_local_audio,_zaUf78aACU.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C06,Mandiant (Google Cloud Security),zSgK1J_Ijbs,https://www.youtube.com/watch?v=zSgK1J_Ijbs,"EP20 Windows Under the Hood: Kernel Design, EDRs, and the Shift to VBS with Pavel Yosifovich",2025-12-17T18:58:11Z,4226,local_asr_whisper,local_asr_whisper::no_local_audio,zSgK1J_Ijbs.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C06,Mandiant (Google Cloud Security),zruKcuSgzNI,https://www.youtube.com/watch?v=zruKcuSgzNI,Data Pipeline Management in Google SecOps,2025-12-16T21:13:51Z,3545,local_asr_whisper,local_asr_whisper::no_local_audio,zruKcuSgzNI.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C06,Mandiant (Google Cloud Security),fzhbWb9oAEI,https://www.youtube.com/watch?v=fzhbWb9oAEI,Simplifying Security and Log Ingestion: Bindplane + Google SecOps,2025-12-16T21:10:06Z,3619,local_asr_whisper,local_asr_whisper::no_local_audio,fzhbWb9oAEI.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C06,Mandiant (Google Cloud Security),jASM45DtQ5U,https://www.youtube.com/watch?v=jASM45DtQ5U,Using Gemini to Build Rules and Searches for Google SecOps,2025-12-16T21:06:27Z,3318,local_asr_whisper,local_asr_whisper::no_local_audio,jASM45DtQ5U.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C06,Mandiant (Google Cloud Security),7uoQqQBbu88,https://www.youtube.com/watch?v=7uoQqQBbu88,Best Practices For Ingestion And Parsing in Google Security Operations,2025-12-16T21:06:26Z,3626,local_asr_whisper,local_asr_whisper::no_local_audio,7uoQqQBbu88.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C06,Mandiant (Google Cloud Security),kTwgaBZ3INI,https://www.youtube.com/watch?v=kTwgaBZ3INI,Debugging SOAR Integrations in IDE Like it's a VIBE,2025-12-16T14:47:56Z,2580,local_asr_whisper,local_asr_whisper::no_local_audio,kTwgaBZ3INI.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C06,Mandiant (Google Cloud Security),PUV0JWKzuYo,https://www.youtube.com/watch?v=PUV0JWKzuYo,"EP19 The Art of Deconstructing Problems: Tools, Tactics, and the ScatterBrain Obfuscator with Nin...",2025-11-19T21:32:01Z,6799,local_asr_whisper,local_asr_whisper::no_local_audio,PUV0JWKzuYo.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C07,Sophos X-Ops,mMe9G0d_4rE,https://www.youtube.com/watch?v=mMe9G0d_4rE,Sophos MDR ThreatCast (Jan. 2025): 2024 Year in Review,2025-01-16T20:23:42Z,3749,local_asr_whisper,local_asr_whisper::no_local_audio,mMe9G0d_4rE.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C07,Sophos X-Ops,IRl5UqbAx2s,https://www.youtube.com/watch?v=IRl5UqbAx2s,Sophos MDR ThreatCast November 2024,2024-12-17T16:12:41Z,3522,local_asr_whisper,local_asr_whisper::no_local_audio,IRl5UqbAx2s.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C07,Sophos X-Ops,1GsWX8pNzoU,https://www.youtube.com/watch?v=1GsWX8pNzoU,Sophos MDR ThreatCast October 2024,2024-11-14T14:05:19Z,3365,local_asr_whisper,local_asr_whisper::no_local_audio,1GsWX8pNzoU.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C07,Sophos X-Ops,QO_OXeN9W-c,https://www.youtube.com/watch?v=QO_OXeN9W-c,Sophos MDR ThreatCast September 2024,2024-10-07T13:29:03Z,3404,local_asr_whisper,local_asr_whisper::no_local_audio,QO_OXeN9W-c.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C07,Sophos X-Ops,TP0o_kQHVfA,https://www.youtube.com/watch?v=TP0o_kQHVfA,Sophos MDR ThreatCast August 2024,2024-09-12T19:37:31Z,3604,local_asr_whisper,local_asr_whisper::no_local_audio,TP0o_kQHVfA.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C07,Sophos X-Ops,QPrRU1bkmVU,https://www.youtube.com/watch?v=QPrRU1bkmVU,Mad Liberator and the AnyDesk gambit,2024-09-10T01:32:53Z,533,local_asr_whisper,local_asr_whisper::no_local_audio,QPrRU1bkmVU.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C07,Sophos X-Ops,YpvAnSEk8HU,https://www.youtube.com/watch?v=YpvAnSEk8HU,RDP: Executing the 4624 4625 Login Query,2024-03-20T15:48:54Z,412,local_asr_whisper,local_asr_whisper::no_local_audio,YpvAnSEk8HU.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C07,Sophos X-Ops,JPWU-yCaShg,https://www.youtube.com/watch?v=JPWU-yCaShg,Remote Ransomware vs Sophos CryptoGuard,2023-12-20T10:59:59Z,354,local_asr_whisper,local_asr_whisper::no_local_audio,JPWU-yCaShg.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C07,Sophos X-Ops,t1kv5pDURl4,https://www.youtube.com/watch?v=t1kv5pDURl4,Sophos X-Ops Incident Response:  Identifying Group Policy Attacks,2023-11-08T17:08:15Z,508,local_asr_whisper,local_asr_whisper::no_local_audio,t1kv5pDURl4.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C07,Sophos X-Ops,bWq1S0xr42s,https://www.youtube.com/watch?v=bWq1S0xr42s,Sophos X-Ops Incident Response: How To Investigate Rclone Data Exfiltration,2023-11-03T16:40:41Z,498,local_asr_whisper,local_asr_whisper::no_local_audio,bWq1S0xr42s.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C08,Red Canary,l3uEeKeq0KA,https://www.youtube.com/watch?v=l3uEeKeq0KA,RMM abuse is ramping up. See the latest data!,2026-02-18T18:01:24Z,1871,local_asr_whisper,local_asr_whisper::no_local_audio,l3uEeKeq0KA.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C08,Red Canary,9M53_oFsDIE,https://www.youtube.com/watch?v=9M53_oFsDIE,Is OpenClaw an entry point for attackers?,2026-02-12T14:30:16Z,1892,local_asr_whisper,local_asr_whisper::no_local_audio,9M53_oFsDIE.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C08,Red Canary,EtGm0A2fDi4,https://www.youtube.com/watch?v=EtGm0A2fDi4,Security leaders dive into the best ways to integrate AI into your SOC,2026-02-04T17:58:22Z,2013,local_asr_whisper,local_asr_whisper::no_local_audio,EtGm0A2fDi4.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C08,Red Canary,miaXivB7Sv4,https://www.youtube.com/watch?v=miaXivB7Sv4,Why AI is worth it: Transforming detection engineering in the SOC,2026-01-28T15:26:37Z,1924,local_asr_whisper,local_asr_whisper::no_local_audio,miaXivB7Sv4.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C08,Red Canary,QLdbteD4GU4,https://www.youtube.com/watch?v=QLdbteD4GU4,Add some clarity to your cloud threat detections now,2026-01-22T21:14:10Z,1442,local_asr_whisper,local_asr_whisper::no_local_audio,QLdbteD4GU4.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C08,Red Canary,1ZYsJcq-zQI,https://www.youtube.com/watch?v=1ZYsJcq-zQI,How to spot and defend against AI threats,2026-01-21T17:59:22Z,1990,local_asr_whisper,local_asr_whisper::no_local_audio,1ZYsJcq-zQI.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C08,Red Canary,vwmHPLWOhgc,https://www.youtube.com/watch?v=vwmHPLWOhgc,A step-by-step guide to getting the most out of your SOC workflows,2026-01-14T19:43:34Z,2153,local_asr_whisper,local_asr_whisper::no_local_audio,vwmHPLWOhgc.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C08,Red Canary,B8_XRjKAzeU,https://www.youtube.com/watch?v=B8_XRjKAzeU,Modern app control that works,2026-01-07T17:18:51Z,2403,local_asr_whisper,local_asr_whisper::no_local_audio,B8_XRjKAzeU.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C08,Red Canary,SNXcUTWtbdA,https://www.youtube.com/watch?v=SNXcUTWtbdA,"Sha1-Hulud, MacSync Stealer, ScreenConnect: What we know!",2025-12-17T21:14:46Z,1931,local_asr_whisper,local_asr_whisper::no_local_audio,SNXcUTWtbdA.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C08,Red Canary,K-kPp2pb0W0,https://www.youtube.com/watch?v=K-kPp2pb0W0,The hunt is on: Master anomaly detection,2025-12-10T17:36:53Z,2224,local_asr_whisper,local_asr_whisper::no_local_audio,K-kPp2pb0W0.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C09,Huntress,d3oy3Ph5T5U,https://www.youtube.com/watch?v=d3oy3Ph5T5U,From Trafficking Victim to Cybercrime Whistleblower,2026-02-25T03:09:00Z,3619,local_asr_whisper,local_asr_whisper::no_local_audio,d3oy3Ph5T5U.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C09,Huntress,9ovkrQWcb2Y,https://www.youtube.com/watch?v=9ovkrQWcb2Y,What We've Learned From Protecting 4M Endpoints & 9M Identities,2026-02-23T20:33:17Z,300,local_asr_whisper,local_asr_whisper::no_local_audio,9ovkrQWcb2Y.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
C09,Huntress,GJ_w1v1pI5Q,https://www.youtube.com/watch?v=GJ_w1v1pI5Q,"Community Fireside Chat | Beyond the Tech: Mastering the ""Business-First"" QBR",2026-02-20T06:50:26Z,2713,local_asr_whisper,local_asr_whisper::no_local_audio,GJ_w1v1pI5Q.txt,Open video → ⋯ → Show transcript → copy/paste into .txt
