Run_TS,Channel_ID,Channel_Name,Channel_URL,Channel_UC,YouTube_Video_ID,Video_Title,PublishedAt,DurationSeconds,KeywordMatch,Selected,Stage,Outcome,Failure_Reason,HTTP_Status,Retry_Count,Provider,Transcript_Available,Output_File,Failure_Stage
20260225_150635,C01,The DFIR Report,https://www.youtube.com/@TheDFIRReport,UC6R2MPMkkCqFxvAdQAI_23A,hpgjomPwHp4,Fake Zoom Ends in BlackSuit Ransomware,2025-03-31T00:30:19Z,371,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C01_The_DFIR_Report/V0004.txt,
20260225_150635,C01,The DFIR Report,https://www.youtube.com/@TheDFIRReport,UC6R2MPMkkCqFxvAdQAI_23A,BMTtJLEJRGQ,Confluence Exploit Leads to LockBit Ransomware,2025-02-24T00:33:55Z,341,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C01_The_DFIR_Report/V0005.txt,
20260225_150635,C01,The DFIR Report,https://www.youtube.com/@TheDFIRReport,UC6R2MPMkkCqFxvAdQAI_23A,Fh_OcBYjzL8,DFIR Discussions: The Curious Case of an Egg-Cellent Resume,2025-01-20T00:52:28Z,2392,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C01_The_DFIR_Report/V0006.txt,
20260225_150635,C01,The DFIR Report,https://www.youtube.com/@TheDFIRReport,UC6R2MPMkkCqFxvAdQAI_23A,CQ0zOWnHfHE,The Curious Case of an Egg-Cellent Resume,2024-12-02T02:14:13Z,431,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C01_The_DFIR_Report/V0007.txt,
20260225_150635,C01,The DFIR Report,https://www.youtube.com/@TheDFIRReport,UC6R2MPMkkCqFxvAdQAI_23A,7AhSj5GGVRw,Nitrogen Campaign Drops Sliver and Ends With BlackCat Ransomware,2024-09-30T01:00:24Z,406,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C01_The_DFIR_Report/V0008.txt,
20260225_150635,C01,The DFIR Report,https://www.youtube.com/@TheDFIRReport,UC6R2MPMkkCqFxvAdQAI_23A,t2sxRDE0Pr4,BlackSuit Ransomware,2024-08-26T00:41:51Z,316,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C01_The_DFIR_Report/V0009.txt,
20260225_150635,C01,The DFIR Report,https://www.youtube.com/@TheDFIRReport,UC6R2MPMkkCqFxvAdQAI_23A,wyg-YtiUFUo,"Threat Actors' Toolkit: Leveraging Sliver, PoshC2 & Batch Scripts",2024-08-12T02:12:35Z,346,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C01_The_DFIR_Report/V0010.txt,
20260225_150635,C02,SANS Digital Forensics and Incident Response,https://www.youtube.com/@SANSForensics,UCwSo89W3KgPrid41vskBDYA,VQPC1ZryJtY,Secure Your Spot for DFIRCON Miami 2025 | Cybersecurity Training That Makes an Impact,2025-06-06T17:55:08Z,108,False,False,filter,skip,duration_below_min:300,,0,,False,,
20260225_150635,C02,SANS Digital Forensics and Incident Response,https://www.youtube.com/@SANSForensics,UCwSo89W3KgPrid41vskBDYA,JtnatdNly44,Ai is new. We’re all back to being learners. #cybersecurity #AISecurity #AISummit @SANSInstitute,2025-03-20T18:18:01Z,45,False,False,filter,skip,duration_below_min:300,,0,,False,,
20260225_150635,C02,SANS Digital Forensics and Incident Response,https://www.youtube.com/@SANSForensics,UCwSo89W3KgPrid41vskBDYA,G0dlEZsG1Gk,What is Cyber HUMINT? | SANS CTI Summit 2025,2025-03-20T13:57:25Z,106,False,False,filter,skip,duration_below_min:300,,0,,False,,
20260225_150635,C02,SANS Digital Forensics and Incident Response,https://www.youtube.com/@SANSForensics,UCwSo89W3KgPrid41vskBDYA,HnG8AUcHPxo,How Building Autonomy Can Improve Mental Health & Well-Being | SANS CTI Summit 2025,2025-03-20T13:55:57Z,129,False,False,filter,skip,duration_below_min:300,,0,,False,,
20260225_150635,C02,SANS Digital Forensics and Incident Response,https://www.youtube.com/@SANSForensics,UCwSo89W3KgPrid41vskBDYA,HaT9V11SbYg,Quishing: How Threat Actors Use QR Codes to Evade Security Controls | SANS CTI Summit 2025,2025-03-20T13:54:09Z,85,False,False,filter,skip,duration_below_min:300,,0,,False,,
20260225_150635,C02,SANS Digital Forensics and Incident Response,https://www.youtube.com/@SANSForensics,UCwSo89W3KgPrid41vskBDYA,RafN1ZSHup0,Real-World Network Threat Hunting & Incident Response with SANS FOR572,2025-03-18T12:40:22Z,84,False,False,filter,skip,duration_below_min:300,,0,,False,,
20260225_150635,C02,SANS Digital Forensics and Incident Response,https://www.youtube.com/@SANSForensics,UCwSo89W3KgPrid41vskBDYA,PzAvD8ikUfM,From Windows to Linux: Master Incident Response with SANS FOR577,2025-03-18T12:36:15Z,89,False,False,filter,skip,duration_below_min:300,,0,,False,,
20260225_150635,C02,SANS Digital Forensics and Incident Response,https://www.youtube.com/@SANSForensics,UCwSo89W3KgPrid41vskBDYA,vkJ2WnoSU40,Investigate & Mitigate Large-Scale Cyber Threats with SANS FOR608,2025-03-18T12:32:34Z,100,False,False,filter,skip,duration_below_min:300,,0,,False,,
20260225_150635,C02,SANS Digital Forensics and Incident Response,https://www.youtube.com/@SANSForensics,UCwSo89W3KgPrid41vskBDYA,8dDERakU-40,Investigate Faster: From Data Collection to Actionable Intelligence with SANS FOR498,2025-03-18T12:27:14Z,92,False,False,filter,skip,duration_below_min:300,,0,,False,,
20260225_150635,C02,SANS Digital Forensics and Incident Response,https://www.youtube.com/@SANSForensics,UCwSo89W3KgPrid41vskBDYA,E1tNkp89ZrY,Master Cloud Forensics & Incident Response with SANS FOR509,2025-03-18T12:20:34Z,70,False,False,filter,skip,duration_below_min:300,,0,,False,,
20260225_150635,C02,SANS Digital Forensics and Incident Response,https://www.youtube.com/@SANSForensics,UCwSo89W3KgPrid41vskBDYA,TdlC3Tm0wd8,What is Intelligence-Driven Hunting? | SANS CTI Summit 2025 | Highlight,2025-03-13T12:37:58Z,66,False,False,filter,skip,duration_below_min:300,,0,,False,,
20260225_150635,C02,SANS Digital Forensics and Incident Response,https://www.youtube.com/@SANSForensics,UCwSo89W3KgPrid41vskBDYA,_Cf6UwFBvU0,Iterate and Innovate: Applying the Startup Mindset to CTI,2025-02-28T16:48:27Z,1804,False,False,filter,skip,keyword_no_match,,0,,False,,
20260225_150635,C02,SANS Digital Forensics and Incident Response,https://www.youtube.com/@SANSForensics,UCwSo89W3KgPrid41vskBDYA,1Cr9cUdsGnM,Stay Ahead of Ransomware - The AI Arms Race: When Both Sides Have Copilots,2026-02-04T07:08:01Z,3616,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C02_SANS_Digital_Forensics_and_Incident_Response/V0011.txt,
20260225_150635,C02,SANS Digital Forensics and Incident Response,https://www.youtube.com/@SANSForensics,UCwSo89W3KgPrid41vskBDYA,g2fxSyoohZo,AI-Powered Ransomware: How Threat Actors Weaponize AI Across the Attack Lifecycle,2026-01-07T07:07:29Z,3575,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C02_SANS_Digital_Forensics_and_Incident_Response/V0012.txt,
20260225_150635,C02,SANS Digital Forensics and Incident Response,https://www.youtube.com/@SANSForensics,UCwSo89W3KgPrid41vskBDYA,p0CpWxfQAjI,Extracting the unseen: Real-world RAM acquisition and analysis from Android devices,2025-12-16T20:17:47Z,1879,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C02_SANS_Digital_Forensics_and_Incident_Response/V0013.txt,
20260225_150635,C02,SANS Digital Forensics and Incident Response,https://www.youtube.com/@SANSForensics,UCwSo89W3KgPrid41vskBDYA,AG4HPlgotco,"Digital forensics and security: Automate audits, investigations and response with AWX and Ansible",2025-12-11T16:14:16Z,1897,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C02_SANS_Digital_Forensics_and_Incident_Response/V0014.txt,
20260225_150635,C02,SANS Digital Forensics and Incident Response,https://www.youtube.com/@SANSForensics,UCwSo89W3KgPrid41vskBDYA,1ozfZ0CEZbo,Tool: Forensic WACE - A multi-threaded tool for  forensic analysis of What’s App chats,2025-12-11T15:49:07Z,853,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C02_SANS_Digital_Forensics_and_Incident_Response/V0015.txt,
20260225_150635,C02,SANS Digital Forensics and Incident Response,https://www.youtube.com/@SANSForensics,UCwSo89W3KgPrid41vskBDYA,p3SEEdV425I,When the threat group doesn’t leave: Incident response under fire,2025-12-10T18:57:09Z,1789,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C02_SANS_Digital_Forensics_and_Incident_Response/V0016.txt,
20260225_150635,C02,SANS Digital Forensics and Incident Response,https://www.youtube.com/@SANSForensics,UCwSo89W3KgPrid41vskBDYA,a-_di0nfOL8,Mobile device hardening: A forensic comparison of advanced protection programmes in IOS and Android,2025-12-10T18:35:53Z,1681,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C02_SANS_Digital_Forensics_and_Incident_Response/V0017.txt,
20260225_150635,C02,SANS Digital Forensics and Incident Response,https://www.youtube.com/@SANSForensics,UCwSo89W3KgPrid41vskBDYA,8GE-fIw7sb8,Tool: Location log analysis of Google Maps IOS,2025-12-10T18:33:15Z,854,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C02_SANS_Digital_Forensics_and_Incident_Response/V0018.txt,
20260225_150635,C02,SANS Digital Forensics and Incident Response,https://www.youtube.com/@SANSForensics,UCwSo89W3KgPrid41vskBDYA,ELcsKcR_seo,PDF forensics and authenticity detection,2025-12-10T18:32:19Z,1730,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C02_SANS_Digital_Forensics_and_Incident_Response/V0019.txt,
20260225_150635,C02,SANS Digital Forensics and Incident Response,https://www.youtube.com/@SANSForensics,UCwSo89W3KgPrid41vskBDYA,V6VnQ-h4K-o,MacOS telemetry vs EDR telemetry - Which is better?,2025-12-10T18:23:26Z,1845,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C02_SANS_Digital_Forensics_and_Incident_Response/V0020.txt,
20260225_150635,C03,Black Hat,https://www.youtube.com/@BlackHatOfficialYT,UCJ6q9Ie29ajGqKApbLqfBOg,tfptvW07N-E,"Black Hat Europe 2025 Highlights | Record‑Breaking 4,500+ Attendees",2026-02-19T18:30:30Z,129,False,False,filter,skip,duration_below_min:300,,0,,False,,
20260225_150635,C03,Black Hat,https://www.youtube.com/@BlackHatOfficialYT,UCJ6q9Ie29ajGqKApbLqfBOg,DmXlafnjn0M,Black Hat USA 2025 | Locknote: Conclusions & Key Takeaways from Black Hat USA 2025,2026-02-18T17:14:40Z,2944,False,False,filter,skip,keyword_no_match,,0,,False,,
20260225_150635,C03,Black Hat,https://www.youtube.com/@BlackHatOfficialYT,UCJ6q9Ie29ajGqKApbLqfBOg,sWV_3k-_S7Y,Consent & Compromise: Abusing Entra OAuth for Fun and Access to Internal Microsoft Applications,2026-01-21T20:07:36Z,1782,False,False,filter,skip,keyword_no_match,,0,,False,,
20260225_150635,C03,Black Hat,https://www.youtube.com/@BlackHatOfficialYT,UCJ6q9Ie29ajGqKApbLqfBOg,IeHGk34HG3k,Cross-Origin Web Attacks via HTTP/2 Server Push and Signed HTTP Exchange,2026-01-21T20:07:18Z,1503,False,False,filter,skip,keyword_no_match,,0,,False,,
20260225_150635,C03,Black Hat,https://www.youtube.com/@BlackHatOfficialYT,UCJ6q9Ie29ajGqKApbLqfBOg,TPMXnZihZxg,Keynote: From Script Kiddie to Cyber Kingpin: Preventing the Predictable Progression,2025-12-22T19:33:48Z,3335,False,False,filter,skip,keyword_no_match,,0,,False,,
20260225_150635,C03,Black Hat,https://www.youtube.com/@BlackHatOfficialYT,UCJ6q9Ie29ajGqKApbLqfBOg,rIGA9Rc3c9I,SecTor 2025: Highlights From Canada's Premier Cybersecurity Event - Sizzle Reel,2025-12-15T22:57:35Z,36,False,False,filter,skip,duration_below_min:300,,0,,False,,
20260225_150635,C03,Black Hat,https://www.youtube.com/@BlackHatOfficialYT,UCJ6q9Ie29ajGqKApbLqfBOg,G7JprWhmZAc,SecTor 2025: Highlights From Canada's Premier Cybersecurity Event,2025-12-15T22:54:53Z,109,False,False,filter,skip,duration_below_min:300,,0,,False,,
20260225_150635,C03,Black Hat,https://www.youtube.com/@BlackHatOfficialYT,UCJ6q9Ie29ajGqKApbLqfBOg,6S7SZ2NzXOQ,Black Hat Europe 2025 | Secure Your Pass | 1 min,2025-11-12T15:25:17Z,72,False,False,filter,skip,duration_below_min:300,,0,,False,,
20260225_150635,C03,Black Hat,https://www.youtube.com/@BlackHatOfficialYT,UCJ6q9Ie29ajGqKApbLqfBOg,MP_HSMJegDk,Keynote: The Once and Future Rules of Cybersecurity,2025-11-07T21:18:27Z,3117,False,False,filter,skip,keyword_no_match,,0,,False,,
20260225_150635,C03,Black Hat,https://www.youtube.com/@BlackHatOfficialYT,UCJ6q9Ie29ajGqKApbLqfBOg,2G9dyPgnOUM,Black Hat | Connect. Learn. Lead in Cybersecurity,2025-10-21T15:47:58Z,95,False,False,filter,skip,duration_below_min:300,,0,,False,,
20260225_150635,C03,Black Hat,https://www.youtube.com/@BlackHatOfficialYT,UCJ6q9Ie29ajGqKApbLqfBOg,CLLCcfqsuD4,One Bug to Rule Them All: Stably Exploiting a Preauth RCE Vulnerability on Windows Server 2025,2025-09-24T16:48:19Z,1336,False,False,filter,skip,keyword_no_match,,0,,False,,
20260225_150635,C03,Black Hat,https://www.youtube.com/@BlackHatOfficialYT,UCJ6q9Ie29ajGqKApbLqfBOg,Y6_WXVBlMsQ,Locknote: Highlights & Key Takeaways from Black Hat Asia 2025,2025-09-22T17:00:14Z,2336,False,False,filter,skip,keyword_no_match,,0,,False,,
20260225_150635,C03,Black Hat,https://www.youtube.com/@BlackHatOfficialYT,UCJ6q9Ie29ajGqKApbLqfBOg,Z-udrjM7Z78,Standing on the Shoulders of Giants: De-Obfuscating WebAssembly Using LLVM,2025-09-11T17:09:46Z,2197,False,False,filter,skip,keyword_no_match,,0,,False,,
20260225_150635,C03,Black Hat,https://www.youtube.com/@BlackHatOfficialYT,UCJ6q9Ie29ajGqKApbLqfBOg,om5x9aFrnLE,Black Hat USA 2025 | Enhancing Command Line Classification with Benign Anomalous Data,2026-02-25T01:14:29Z,2178,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C03_Black_Hat/V0021.txt,
20260225_150635,C03,Black Hat,https://www.youtube.com/@BlackHatOfficialYT,UCJ6q9Ie29ajGqKApbLqfBOg,3CV1efZSHmQ,Black Hat USA 2025 | FACADE: High-Precision Insider Threat Detection Using Contrastive Learning,2026-02-24T21:02:01Z,2283,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C03_Black_Hat/V0022.txt,
20260225_150635,C03,Black Hat,https://www.youtube.com/@BlackHatOfficialYT,UCJ6q9Ie29ajGqKApbLqfBOg,5RH0StmV7Eo,Black Hat USA 2025 | Breaking Out of The AI Cage: Pwning AI Providers with NVIDIA Vulnerabilities,2026-02-23T19:00:04Z,2181,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C03_Black_Hat/V0023.txt,
20260225_150635,C03,Black Hat,https://www.youtube.com/@BlackHatOfficialYT,UCJ6q9Ie29ajGqKApbLqfBOg,9EA7kz4bGvQ,Black Hat USA 2025 | Autonomous Timeline Analysis and Threat Hunting: An AI Agent for Timesketch,2026-02-23T16:00:13Z,2221,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C03_Black_Hat/V0024.txt,
20260225_150635,C03,Black Hat,https://www.youtube.com/@BlackHatOfficialYT,UCJ6q9Ie29ajGqKApbLqfBOg,M_BDq2hTJxU,Black Hat USA 2025 | AI Enterprise Compromise - 0click Exploit Methods,2026-02-22T19:00:15Z,2425,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C03_Black_Hat/V0025.txt,
20260225_150635,C03,Black Hat,https://www.youtube.com/@BlackHatOfficialYT,UCJ6q9Ie29ajGqKApbLqfBOg,KC-8DhS8x5Q,Black Hat USA 2025 | Vaulted Severance: Your Secrets Are Now Outies,2026-02-22T15:00:29Z,1787,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C03_Black_Hat/V0026.txt,
20260225_150635,C03,Black Hat,https://www.youtube.com/@BlackHatOfficialYT,UCJ6q9Ie29ajGqKApbLqfBOg,e69OE0ZjskA,Black Hat USA 2025 | A Fireside Chat with Cognitive Scientist and AI Expert Gary Marcus,2026-02-21T18:30:55Z,2318,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C03_Black_Hat/V0027.txt,
20260225_150635,C03,Black Hat,https://www.youtube.com/@BlackHatOfficialYT,UCJ6q9Ie29ajGqKApbLqfBOg,8V4i8TW1YXU,Black Hat USA 2025 | Hacking the Status Quo: Tales From Leading Women in Cybersecurity,2026-02-21T15:30:04Z,2423,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C03_Black_Hat/V0028.txt,
20260225_150635,C03,Black Hat,https://www.youtube.com/@BlackHatOfficialYT,UCJ6q9Ie29ajGqKApbLqfBOg,xQy1YcLK1Ak,Black Hat USA 2025 | Exploiting DNS for Stealthy User Tracking,2026-02-20T19:00:58Z,1680,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C03_Black_Hat/V0029.txt,
20260225_150635,C03,Black Hat,https://www.youtube.com/@BlackHatOfficialYT,UCJ6q9Ie29ajGqKApbLqfBOg,zipgr080EQU,Black Hat USA 2025 | From Prompts to Pwns: Exploiting and Securing AI Agents,2026-02-20T16:01:31Z,2379,True,True,transcript,fail,local_asr_whisper::no_local_audio,,0,local_asr_whisper,False,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C03_Black_Hat/V0030.txt,
20260225_150635,C04,DEF CON Conference,https://www.youtube.com/@DEFCONConference,UC6Om9kAkl32dWlDSNlDS9Iw,aSOiPxOBs1E,"DEF CON 33 Recon Village - How to Become One of Them: Deep Cover Ops - Sean Jones, Kaloyan Ivanov",2025-12-31T11:30:48Z,2618,False,False,filter,skip,keyword_no_match,,0,,False,,
20260225_150635,C04,DEF CON Conference,https://www.youtube.com/@DEFCONConference,UC6Om9kAkl32dWlDSNlDS9Iw,esKyHO5WjPU,"DEF CON 33 Recon Village -  Inside the Shadows Tracking RaaS Groups, Cyber Threats - John Dilgen",2025-12-31T11:30:48Z,1950,False,False,filter,skip,keyword_no_match,,0,,False,,
20260225_150635,C04,DEF CON Conference,https://www.youtube.com/@DEFCONConference,UC6Om9kAkl32dWlDSNlDS9Iw,oHjQSpcP664,DEF CON 33 Recon Village - Autonomous Video Hunter AI Agents for Real Time OSINT - Kevin Dela Rosa,2025-12-31T11:30:48Z,1402,False,False,filter,skip,keyword_no_match,,0,,False,,
20260225_150635,C04,DEF CON Conference,https://www.youtube.com/@DEFCONConference,UC6Om9kAkl32dWlDSNlDS9Iw,wgf5GKrY3nc,"DEF CON 33  Recon Village -  A Playbook for Integration Servers - Ryan Bonner, Guðmundur Karlsson",2025-12-31T11:30:48Z,1321,False,False,filter,skip,keyword_no_match,,0,,False,,
20260225_150635,C04,DEF CON Conference,https://www.youtube.com/@DEFCONConference,UC6Om9kAkl32dWlDSNlDS9Iw,y-1_nKM8DRQ,DEF CON 33 Recon Village  - Mapping the Shadow War From Estonia to Ukraine -  Evgueni Erchov,2025-12-31T11:30:48Z,1248,False,False,filter,skip,keyword_no_match,,0,,False,,
20260225_150635,C04,DEF CON Conference,https://www.youtube.com/@DEFCONConference,UC6Om9kAkl32dWlDSNlDS9Iw,yIUfntW_TxY,DEF CON 33 Recon Village - Building Local Knowledge Graphs for OSINT - Donald Pellegrino,2025-12-31T11:30:48Z,2472,False,False,filter,skip,keyword_no_match,,0,,False,,
20260225_150635,C04,DEF CON Conference,https://www.youtube.com/@DEFCONConference,UC6Om9kAkl32dWlDSNlDS9Iw,6mykx1zS1yo,DEF CON 33  Recon Village - Pretty Good Pivot - Simwindie,2025-12-31T11:30:45Z,2271,False,False,filter,skip,keyword_no_match,,0,,False,,
20260225_150635,C04,DEF CON Conference,https://www.youtube.com/@DEFCONConference,UC6Om9kAkl32dWlDSNlDS9Iw,IzsBS_E2RVY,DEF CON 33 Recon Village - enumeraite: AI Assisted Web Attack Surface Enumeration - Özgün Kültekin,2025-12-31T11:30:45Z,2430,False,False,filter,skip,keyword_no_match,,0,,False,,
20260225_150635,C04,DEF CON Conference,https://www.youtube.com/@DEFCONConference,UC6Om9kAkl32dWlDSNlDS9Iw,L-ZqeZbiWn8,DEF CON 33 Recon Village - OSINT Signals Pop Quiz -  Master Chen,2025-12-31T11:30:45Z,1579,False,False,filter,skip,keyword_no_match,,0,,False,,
20260225_150635,C04,DEF CON Conference,https://www.youtube.com/@DEFCONConference,UC6Om9kAkl32dWlDSNlDS9Iw,MAtllbHmxP4,DEF CON 33 Recon Village - Investigating Foreign Tech from Online Retailers   - Michael Portera,2025-12-31T11:30:45Z,1686,False,False,filter,skip,keyword_no_match,,0,,False,,
20260225_150635,C04,DEF CON Conference,https://www.youtube.com/@DEFCONConference,UC6Om9kAkl32dWlDSNlDS9Iw,N7w6FklAmVA,DEF CON 33 Recon Village - Attack Surface in Motion - Muslim Koser,2025-12-31T11:30:45Z,2545,False,False,filter,skip,keyword_no_match,,0,,False,,
